text;success;reference;tags
um sete zero três dois nove cinco quatro oito meia;False;U1 U7 U0 U3 U2 U9 U5 U4 U8 U6;D01 D07 D00 D03 D02 D09 D05 D04 D08 D06
dois oito seis um quatro zero nove sete três cinco;False;U2 U8 U6 U1 U4 U0 U9 U7 U3 U5;D02 D08 D06 D01 D04 D00 D09 D07 D03 D05
mil trezentos e onze;False;THOUSAND C3 D1 U1;
três mil duzentos e dezenove;False;U3 THOUSAND C2 D1 U9;D03
sete zero quatro dois seis um oito nove cinco três;False;U7 U0 U4 U2 U6 U1 U8 U9 U5 U3;D07 D00 D04 D02 D06 D01 D08 D09 D05 D03
mil quatrocentos e doze;False;THOUSAND C4 D1 U2;
vinte e três mil e cem;False;D2 U3 THOUSAND C100;D03
quatro sete nove oito seis três dois um cinco zero;False;U4 U7 U9 U8 U6 U3 U2 U1 U5 U0;D04 D07 D09 D08 D06 D03 D02 D01 D05 D00
zero um quatro nove cinco oito seis dois três sete;False;U0 U1 U4 U9 U5 U8 U6 U2 U3 U7;D00 D01 D04 D09 D05 D08 D06 D02 D03 D07
dois mil oitocentos e dezessete;False;U2 THOUSAND C8 D1 U7;D02
novecentos e quarenta e um;False;C9 D4 U1;D01
oito nove zero um sete quatro cinco três dois seis;False;U8 U9 U0 U1 U7 U4 U5 U3 U2 U6;D08 D09 D00 D01 D07 D04 D05 D03 D02 D06
quatro um um;False;U4 U1 U1;D04 D01 D01
sete três nove meia dois um cinco oito quatro zero;False;U7 U3 U9 U6 U2 U1 U5 U8 U4 U0;D07 D03 D09 D06 D02 D01 D05 D08 D04 D00
quarenta e sete;False;D4 U7;D07
sete zero oito nove um três dois cinco quatro meia;False;U7 U0 U8 U9 U1 U3 U2 U5 U4 U6;D07 D00 D08 D09 D01 D03 D02 D05 D04 D06
seis nove cinco três quatro sete dois um zero oito;False;U6 U9 U5 U3 U4 U7 U2 U1 U0 U8;D06 D09 D05 D03 D04 D07 D02 D01 D00 D08
sete oito quatro um nove três cinco zero dois meia;False;U7 U8 U4 U1 U9 U3 U5 U0 U2 U6;D07 D08 D04 D01 D09 D03 D05 D00 D02 D06
trezentos e cinquenta;False;C3 D50;
dois quatro zero sete cinco oito nove um meia três;False;U2 U4 U0 U7 U5 U8 U9 U1 U6 U3;D02 D04 D00 D07 D05 D08 D09 D01 D06 D03
um três sete meia nove dois cinco zero oito quatro;False;U1 U3 U7 U6 U9 U2 U5 U0 U8 U4;D01 D03 D07 D06 D09 D02 D05 D00 D08 D04
quatro;False;U4;D04
seis três nove sete oito cinco zero dois um quatro;False;U6 U3 U9 U7 U8 U5 U0 U2 U1 U4;D06 D03 D09 D07 D08 D05 D00 D02 D01 D04
sete zero oito cinco seis três dois nove quatro um;False;U7 U0 U8 U5 U6 U3 U2 U9 U4 U1;D07 D00 D08 D05 D06 D03 D02 D09 D04 D01
cinco nove três dois meia zero um oito quatro sete;False;U5 U9 U3 U2 U6 U0 U1 U8 U4 U7;D05 D09 D03 D02 D06 D00 D01 D08 D04 D07
seis mil trezentos e quinze;False;U6 THOUSAND C3 D1 U5;D06
treze;False;D1 U3;
trinta e três mil e cem;False;D3 U3 THOUSAND C100;D03
setenta e quatro;False;D7 U4;D04
dois mil setecentos e doze;False;U2 THOUSAND C7 D1 U2;D02
quatro três um;False;U4 U3 U1;D04 D03 D01
cinquenta mil e treze;False;D5 U0 THOUSAND D1 U3;
seis zero quatro três cinco oito sete um nove dois;False;U6 U0 U4 U3 U5 U8 U7 U1 U9 U2;D06 D00 D04 D03 D05 D08 D07 D01 D09 D02
quatro cinco um três dois sete seis zero oito nove;False;U4 U5 U1 U3 U2 U7 U6 U0 U8 U9;D04 D05 D01 D03 D02 D07 D06 D00 D08 D09
dois três zero sete meia quatro cinco oito um nove;False;U2 U3 U0 U7 U6 U4 U5 U8 U1 U9;D02 D03 D00 D07 D06 D04 D05 D08 D01 D09
sete zero cinco três oito seis quatro dois nove um;False;U7 U0 U5 U3 U8 U6 U4 U2 U9 U1;D07 D00 D05 D03 D08 D06 D04 D02 D09 D01
um sete dois quatro meia três cinco oito zero nove;False;U1 U7 U2 U4 U6 U3 U5 U8 U0 U9;D01 D07 D02 D04 D06 D03 D05 D08 D00 D09
duzentos e dezoito;False;C2 D1 U8;
