text;success;reference;tags
ele ele i  a;False;L L I A;
ele ele i á;False;L L I A;
erre i o bê erre a ene cê o;False;R I O B R A N C O;
erre i ó bê erre á ene cê ó;False;R I O B R A N C O;
eme e ene dê o zê a;False;M E N D O Z A;
eme é ene dê ó zê á;False;M E N D O Z A;
ele o esse a ene gê e ele e esse;False;L O S A N G E L E S;
ele ó esse á ene gê é ele é esse;False;L O S A N G E L E S;
u bê e erre a bê a;False;U B E R A B A;
u bê ê erre á bê á;False;U B E R A B A;
jota o esse e;False;J O S E;
jota ó esse é;False;J O S E;
cê a i erre o;False;C A I R O;
cê á i erre ó;False;C A I R O;
jota a i ele tê o eme;False;J A I L T O M;
jota á i ele tê ó eme;False;J A I L T O M;
pê a ele eme a esse;False;P A L M A S;
pê á ele eme á esse;False;P A L M A S;
a ene a;False;A N A;
á ene á;False;A N A;
erre o esse a ene e;False;R O S A N E;
erre ó esse á ene é;False;R O S A N E;
i tê a ene agá a e eme;False;I T A N H A E M;
i tê á ene agá á é eme;False;I T A N H A E M;
eme a erre cê e ele o;False;M A R C E L O;
eme á erre cê é ele ó;False;M A R C E L O;
e ele i e ene e;False;E L I E N E;
é ele i é ene é;False;E L I E N E;
cê o pê e ene agá a gê u e;False;C O P E N H A G U E;
cê ó pê é ene agá á guê u é;False;C O P E N H A G U E;
tê erre i ene dê o dê a dê e;False;T R I N D O D A D E;
tê erre i ene dê ó dê á dê ê;False;T R I N D O D A D E;
efe e erre ene a ene dê o;False;F E R N A N D O;
efe é erre ene á ene dê ó;False;F E R N A N D O;
eme o jota i gê u a cê cedilha u;False;M O J I G U A ê U;
eme ó jota i gê u á cê-cedilha u;False;M O J I G U A ê U;
erre a efe a e ele;False;R A F A E L;
erre á efe á ê ele;False;R A F A E L;
esse e erre gê i o;False;S E R G I O;
esse ê erre gê i ô;False;S E R G I O;
e ele  o i esse a;False;E L O I S A;
ê ele ó i esse á;False;E L O I S A;
cê a erre a cê a esse;False;C A R A C A S;
cê á erre á cê á esse;False;C A R A C A S;
i tê a pê e eme i erre i ene;False;I T A P E M I R I N;
i tê á pê ê eme i erre i ene;False;I T A P E M I R I N;
e erre e cê agá i eme;False;E R E C H I M;
ê erre ê cê agá i eme;False;E R E C H I M;
cê ele a erre a;False;C L A R A;
cê ele á erre á;False;C L A R A;
o esse ele o;False;O S L O;
ó esse ele ó;False;O S L O;
tê tê e erre e esse a;False;T T E R E S A;
tê tê é erre é esse á;False;T T E R E S A;
jota jota a ene a i ene a;False;J A N A I N A;
jota jota á ene á i ene á;False;J A N A I N A;
eme o ene i cê a;False;M O N I C A;
eme ó ene i cê á;False;M O N I C A;
ene i cê a ene o erre;False;N I C A N O R;
ene i cê á ene ô erre;False;N I C A N O R;
vê i e ene a;False;V I E N A;
vê i ê ene á;False;V I E N A;
jota a gê u a erre i bê e;False;J A G U A R I B E;
jota á gê u á erre i bê ê;False;J A G U A R I B E;
ele  o ene dê erre i ene a;False;L O N D R I N A;
ele ó ene dê erre i ene á;False;L O N D R I N A;
ele a erre a ene jota e i erre a esse;False;L A R A N J E I R A S;
ele á erre á ene jota ê i erre á esse;False;L A R A N J E I R A S;
a ele e xis a ene dê erre e;False;A L E X A N D R E;
á ele é xis á ene dê erre é;False;A L E X A N D R E;
efe a  bê i a ene a;False;F A B I A N E;
efe á bê i á ene á;False;F A B I A N E;
cê a ene cê u ene;False;C A N C U N;
cê á ene cê u ene;False;C A N C U N;
erre e ene a tê a;False;R E N A T A;
erre é ene á tê á;False;R E N A T A;
dê u quê u e dê e cê a xis i a esse;False;D U Q U E D E C A X I A S;
dê u quê u é dê é cê á xis i á esse;False;D U Q U E D E C A X I A S;
a ele e esse esse a ene dê erre o;False;A L E S S A N D R O;
á ele é esse esse á ene dê erre ó;False;A L E S S A N D R O;
dê i a dê e eme a;False;D I A D E M A;
dê i á dê é eme á;False;D I A D E M A;
pê o erre tê o a ele e gê erre e;False;P O R T O A L E G R E;
pê ó erre tê ó á ele ê gê erre ê;False;P O R T O A L E G R E;
e a ene dê erre o;False;E A N D R O;
é á ene dê erre ó;False;E A N D R O;
tê a i esse;False;T A I S;
tê á i esse;False;T A I S;
tê u bê a erre a o;False;T U B A R A O;
tê u bê á erre á ó;False;T U B A R A O;
efe a bê i a ene e;False;F A B I A N E;
efe á bê i á ene é;False;F A B I A N E;
gê i ele eme a erre;False;G I L M A R;
gê i ele eme á erre;False;G I L M A R;
pê a tê o esse dê e eme i ene a esse;False;P A T O S D E M I N A S;
pê á tê ó esse dê ê eme i ene á esse;False;P A T O S D E M I N A S;
cê a xis i a esse dê o esse u ele;False;C A X I A S D O S U L;
cê á xis i á esse dê ó esse u ele;False;C A X I A S D O S U L;
gê ele a êpsilon esse o ene;False;G L A Y S O N;
gê ele á ípsilon esse ó ene;False;G L A Y S O N;
jota a ene u a erre i a;False;J A N U A R I A;
jota á ene u á erre i á;False;J A N U A R I A;
dêblio a ele dê i a ene a;False;W A L D I A N A;
dáblio á ele dê i á ene á;False;W A L D I A N A;
eme o jota i eme i erre i eme;False;M O J I M I R I M;
eme ô jota i eme i erre i eme;False;M O J I M I R I M;
bê erre e vê e esse;False;B R E V E S;
bê erre ê vê ê esse;False;B R E V E S;
tê a tê i a ene a;False;T A T I A N E;
tê á tê i á ene á;False;T A T I A N E;
vê i tê o erre i a dê a cê o ene quê u i esse tê a;False;V I T O R I A D A C O N Q U I S T A;
vê i tê ó erre i á dê á cê ó ene quê u i esse tê á;False;V I T O R I A D A C O N Q U I S T A;
a ene a pê o ele i esse nêo ê isso;False;A N A P O L I S;
á ene á pê ó ele i esse não é isso;False;A N A P O L I S;
efe erre a ene cê i esse cê o;False;F R A N C I S C O;
efe erre á ene cê i esse cê ó;False;F R A N C I S C O;
esse o bê erre a ele;False;S O B R A L;
esse ó bê erre á ele;False;S O B R A L;
tê i a gê o;False;T I A G O;
tê i á gê ó;False;T I A G O;
sete nove sete três meia zero cinco nove nove três dois oito um dois oito quatro;False;U7 U9 U7 U3 U6 U0 U5 U9 U9 U3 U2 U8 U1 U2 U8 U4;
ene a esse a;False;N A R A;
ene á erre á;False;N A R A;
um seis um quatro oito nove oito nove sete cinco zero três sete oito três dois;False;U1 U6 U1 U4 U8 U9 U8 U9 U7 U5 U0 U3 U7 U8 U3 U2;
pê e tê erre o ele i ene a;False;P E T R O L I N A;
pê é tê erre ô ele i ene á;False;P E T R O L I N A;
vê a erre zê e a gê erre a ene dê e;False;V A R Z E A G R A N D E;
vê á erre zê ê á gê erre á ene dê ê;False;V A R Z E A G R A N D E;
dois quatro zero sete cinco oito nove um meia três;False;U2 U4 U0 U7 U5 U8 U9 U1 U6 U3;
cê a erre o ele i ene a;False;C A R O L I N A;
cê á erre ó ele i ene á;False;C A R O L I N A;
um três sete meia nove dois cinco zero oito quatro;False;U1 U3 U7 U6 U9 U2 U5 U0 U8 U4;
seis três nove sete oito cinco zero dois um quatro;False;U6 U3 U9 U7 U8 U5 U0 U2 U1 U4;
três zero zero meia zero sete nove sete quatro cinco um três um dois oito dois;False;U3 U0 U0 U6 U07 U9 U7 U4 U5 U1 U3 U1 U2 U8 U2;
meia quatro dois oito cinco nove sete cinco um quatro quatro três três zero um;False;U6 U4 U2 U8 U5 U9 U7 U5 U1 U4 U4 U3 U3 U0 U1;
bê a erre erre a dê o pê i erre a i;False;B A R R A D O P I R A I;
bê á erre erre á dê ó pê i erre á i;False;B A R R A D O P I R A I;
dezesseis catorze oitenta e nove oitenta e nove setenta e cinco zero três setenta e oito trinta e dois~;False;D1 U6 D1 U4 D80 U9 D80 U9 D70 U5 U0 U3 D70 U8 D30 U2;
quinze vinte e quatro oitenta treze  zero seis cinco sete  cinquenta nove sete;False;D1 U5 D20 U4 D80 D1 U3 U0 U6 U5 U7 D50 U9 U7;
zero trinta um trinta um trinta cinco nove três nove cinco nove três;False;U0 D30 U1 D30 U1 D30 U5 U9 U3 U9 U5 U9 U3;
zero oitenta cinco quarenta cinco vinte sete cinquenta sete setenta cinco noventa oito;False;U0 D80 U5 D40 U5 D20 U7 D50 U7 D70 U5 D90 U8;
a eme pê a erre o;False;A M P A R O;
á eme pê á erre ó;False;A M P A R O;
zero vinte três quatro seis oitenta oitenta um quinze quarenta dois;False;U0 D20 U3 U4 U6 D80 D80 U1 D1 U5 D40 U2;
esse i eme o e esse efe i ele agá o;False;S I M O E S F I L H O;
esse i eme ó é esse efe i ele agá ó;False;S I M O E S F I L H O;
zero quatro seis sete dois oito quatro oito um sete um oito nove cinco três três;False;U0 U4 U6 U7 U2 U8 U4 U8 U1 U7 U1 U8 U9 U5 U3 U3;
quarenta e dois setenta e dois quarenta zero meia catorze oitenta e um cinquenta e quatro trinta e nove;False;D40 U2 D70 U2 D40 U0 U6 D1 U4 D80 U1 D50 U4 D30 U9;
jota o erre gê e;False;J O R G E;
jota ó erre gê é;False;J O R G E;
a ene tê o ene i o;False;A N T O N I O;
á ene tê ó ene i ó;False;A N T O N I O;
jota o esse e;False;J O S E;
jota ó esse é;False;J O S E;
zero trinta um seis três cinco oito oito três cinco nove três dois;False;U0 D30 U1 U6 U3 U5 U8 U8 U3 U5 U9 U3 U2;
erre i bê e i erre ê o dê a esse ene e vê e esse;False;R I B E I R A O D A S N E V E S;
erre i bê ê i erre ã ô dê á esse ene ê vê ê esse;False;R I B E I R A O D A S N E V E S;
eme o esse esse o erre o;False;M O S S O R O;
eme ó esse esse ó erre ó;False;M O S S O R O;
jota o;False;J O;
jota ê;False;J O;
a ele e gê erre e tê e;False;A L E G R E T E;
á ele é gê erre é tê é;False;A L E G R E T E;
a ele efe erre e dê o;False;A L F R E D O;
á ele efe erre ê dê ó;False;A L F R E D O;
zero um cinco seis quatro seis quatro dois seis sete um dois nove;False;U0 U1 U5 U6 U4 U6 U4 U2 U6 U7 U1 U2 U9;
zero quinze vinte dois vinte três cinco oito cinco sete nove dois;False;U0 D1 U5 D20 U2 D20 U3 U5 U8 U5 U7 U9 U2;
oito meia dois dois três sete zero um zero três um zero meia meia nove cinco quatro;False;U8 U6 U2 U2 U3 U7 U0 U1 U0 U3 U1 U0 U6 U6 U9 U5 U4;
zero doze noventa quatro noventa seis cinquenta sete cinquenta sete dois nove;False;U0 D1 U2 D90 U4 D90 U6 D50 U7 D50 U7 U2 U9;
bê o a vê i esse tê a;False;B O A V I S T A;
bê ó á vê i esse tê á;False;B O A V I S T A;
zero quinze três nove quatro um oito cinco dois oito um;False;U0 D1 U5 U3 U9 U4 U1 U8 U5 U2 U8 U1;
zero um dois nove meia meia nove oito zero sete três um sete;False;U0 U1 U2 U9 U6 U6 U9 U8 U0 U7 U3 U1 U7;
a ele i ene e;False;A L I N E;
á ele i ene ê;False;A L I N E;
meia dois três dois oito sete um meia dois zero cinco sete nove quatro meia;False;U6 U2 U3 U2 U8 U7 U1 U6 U2 U0 U5 U7 U9 U4 U6;
zero um cinco seis cinco seis seis oito um zero dois zero três;False;U0 D1 U5 U6 U5 U6 U6 U8 U1 U0 U2 U0 U3;
zero vinte três trinta quatro setenta quatro oitenta um trinta oito noventa seis;False;U0 D20 U3 D30 U4 D70 U4 D80 U1 D30 U8 D90 U6;
agá a eme i ele tê o ene;False;H A M I L T O N;
agá á eme i ele tê ó ene;False;H A M I L T O N;
um sete dois quatro meia três cinco oito zero nove;False;U1 U7 U2 U4 U6 U3 U5 U8 U0 U9;
gê erre a vê a tê a i;False;G R A V A T A I;
gê erre á vê á tê á i;False;G R A V A T A I;
esse a o ele e o pê o ele dê o;False;S A O L E O P O L D O;
esse á ó ele é ó pê ó ele dê ó;False;S A O L E O P O L D O;
zero um cinco noventa quatro nove seis um seis vinte nove meia meia;False;U0 D1 U5 D90 U4 U9 U6 U1 U6 D20 U9 U6 U6;
pê a u ele o eu errei aqui errei;False;P A U L O;
pê á u ele ó eu errei aqui errei;False;P A U L O;
jota a i erre o;False;J A I R O;
jota á i erre ó;False;J A I R O;
nove oito dois cinco um nove dois meia quatro quatro meia cinco sete três zero;False;U9 U8 U2 U5 U1 U9 U2 U6 U4 U4 U6 U5 U7 U3 U0;
dois dois meia cinco sete zero nove quatro cinco oito um quatro três um oito;False;U2 U2 U6 U5 U7 U0 U9 U4 U5 U8 U1 U4 U3 U1 U8;
cá a tê i a;False;K A T I A;
cá á tê i á;False;K A T I A;
cê o erre o ene e ele efe a bê erre i cê i a ene o;False;C O R O N E L F A B R I C I A N O;
cê ó erre ó ene ê ele efe á bê erre i cê i á ene ó;False;C O R O N E L F A B R I C I A N O;
efe a bê i a ene o;False;F A B I A N O;
efe á bê i á ene ó;False;F A B I A N O;
eme a erre i a;False;M A R I A;
eme á erre i á;False;M A R I A;
jota u ele i a ene a;False;J U L I A N E;
jota u ele i á ene á;False;J U L I A N E;
eme a cê a e;False;M A C A E;
eme á cê á é;False;M A C A E;
i tê a pê e tê i ene i ene gê a;False;I T A P E T I N I N G A;
i tê á pê é tê i ene i ene gê á;False;I T A P E T I N I N G A;
jota a i ene e;False;J A I N E;
jota á i ene ê;False;J A I N E;
a u gê u esse tê o;False;A U G U S T O;
á u gê u esse tê ó;False;A U G U S T O;
esse a ene tê a bê a craseado erre bê a erre a dê o e esse tê e;False;S A N T A B A R B A R A D O E S T E;
esse á ene tê á bê á craseado erre bê á erre á dê ó ê esse tê é;False;S A N T A B A R B A R A D O E S T E;
ene a tê a ele i a;False;N A T A L I A;
ene á tê á ele i á;False;N A T A L I A;
tê a ene i a;False;T A N I A;
tê á ene i á;False;T A N I A;
cê a erre ele o esse;False;C A R L O S;
cê á erre ele ó esse;False;C A R L O S;
bê esse a bê e ele a;False;I S A B E L A;
be esse á bê é ele á;False;I S A B E L A;
pê e quê u i eme;False;P E Q U I M;
pê é quê u i eme;False;P E Q U I M;
ele ele i  a;False;L L I A;
ele ele i á;False;L L I A;
erre i o bê erre a ene cê o;False;R I O B R A N C O;
erre i ó bê erre á ene cê ó;False;R I O B R A N C O;
eme e ene dê o zê a;False;M E N D O Z A;
eme é ene dê ó zê á;False;M E N D O Z A;
ele o esse a ene gê e ele e esse;False;L O S A N G E L E S;
ele ó esse á ene gê é ele é esse;False;L O S A N G E L E S;
u bê e erre a bê a;False;U B E R A B A;
u bê ê erre á bê á;False;U B E R A B A;
jota o esse e;False;J O S E;
jota ó esse é;False;J O S E;
cê a i erre o;False;C A I R O;
cê á i erre ó;False;C A I R O;
jota a i ele tê o eme;False;J A I L T O M;
jota á i ele tê ó eme;False;J A I L T O M;
pê a ele eme a esse;False;P A L M A S;
pê á ele eme á esse;False;P A L M A S;
a ene a;False;A N A;
á ene á;False;A N A;
erre o esse a ene e;False;R O S A N E;
erre ó esse á ene é;False;R O S A N E;
i tê a ene agá a e eme;False;I T A N H A E M;
i tê á ene agá á é eme;False;I T A N H A E M;
eme a erre cê e ele o;False;M A R C E L O;
eme á erre cê é ele ó;False;M A R C E L O;
e ele i e ene e;False;E L I E N E;
é ele i é ene é;False;E L I E N E;
cê o pê e ene agá a gê u e;False;C O P E N H A U E;
cê ó pê é ene agá á guê u é;False;C O P E N H A U E;
tê erre i ene dê o dê a dê e;False;T R I N D O D A D E;
tê erre i ene dê ó dê á dê ê;False;T R I N D O D A D E;
efe e erre ene a ene dê o;False;F E R N A N D O;
efe é erre ene á ene dê ó;False;F E R N A N D O;
eme o jota i gê u a cê cedilha u;False;M O J I G U A Ç U;
eme ó jota i gê u á cê-cedilha u;False;M O J I G U A Ç U;
erre a efe a e ele;False;R A F A E L;
erre á efe á ê ele;False;R A F A E L;
esse e erre gê i o;False;S E R G I O;
esse ê erre gê i ô;False;S E R G I O;
e ele  o i esse a;False;E L O I S A;
ê ele ó i esse á;False;E L O I S A;
cê a erre a cê a esse;False;C A R A C A S;
cê á erre á cê á esse;False;C A R A C A S;
i tê a pê e eme i erre i ene;False;I T A P E M I R I N;
i tê á pê ê eme i erre i ene;False;I T A P E M I R I N;
e erre e cê agá i eme;False;E R E C H I M;
ê erre ê cê agá i eme;False;E R E C H I M;
cê ele a erre a;False;C L A R A;
cê ele á erre á;False;C L A R A;
o esse ele o;False;O S L O;
ó esse ele ó;False;O S L O;
tê tê e erre e esse a;False;T T E R E S A;
tê tê é erre é esse á;False;T T E R E S A;
jota jota a ene a i ene a;False;J J A N A I N A;
jota jota á ene á i ene á;False;J J A N A I N A;
eme o ene i cê a;False;M O N I C A;
eme ó ene i cê á;False;M O N I C A;
ene i cê a ene o erre;False;N I C A N O R;
ene i cê á ene ô erre;False;N I C A N O R;
vê i e ene a;False;V I E N A;
vê i ê ene á;False;V I E N A;
jota a gê u a erre i bê e;False;J A G U A R I B E;
jota á gê u á erre i bê ê;False;J A G U A R I B E;
ele  o ene dê erre i ene a;False;L O N D R I N A;
ele ó ene dê erre i ene á;False;L O N D R I N A;
ele a erre a ene jota e i erre a esse;False;L A R A N J E I R A S;
ele á erre á ene jota ê i erre á esse;False;L A R A N J E I R A S;
a ele e xis a ene dê erre e;False;A L E X A N D R E;
á ele é xis á ene dê erre é;False;A L E X A N D R E;
efe a  bê i a ene a;False;F A B I A N E;
efe á bê i á ene á;False;F A B I A N E;
cê a ene cê u ene;False;C A N C U N;
cê á ene cê u ene;False;C A N C U N;
erre e ene a tê a;False;R E N A T A;
erre é ene á tê á;False;R E N A T A;
dê u quê u e dê e cê a xis i a esse;False;D U Q U E D E C A X I A S;
dê u quê u é dê é cê á xis i á esse;False;D U Q U E D E C A X I A S;
a ele e esse esse a ene dê erre o;False;A L E S S A N D R O;
á ele é esse esse á ene dê erre ó;False;A L E S S A N D R O;
dê i a dê e eme a;False;D I A D E M A;
dê i á dê é eme á;False;D I A D E M A;
pê o erre tê o a ele e gê erre e;False;P O R T O A L E G R E;
pê ó erre tê ó á ele ê gê erre ê;False;P O R T O A L E G R E;
e a ene dê erre o;False;E A N D R O;
é á ene dê erre ó;False;E A N D R O;
tê a i esse;False;T A I S;
tê á i esse;False;T A I S;
tê u bê a erre a o;False;T U B A R A O;
tê u bê á erre á ó;False;T U B A R A O;
efe a bê i a ene e;False;F A B I A N E;
efe á bê i á ene é;False;F A B I A N E;
gê i ele eme a erre;False;G I L M A R;
gê i ele eme á erre;False;G I L M A R;
pê a tê o esse dê e eme i ene a esse;False;P A T O S D E M I N A S;
pê á tê ó esse dê ê eme i ene á esse;False;P A T O S D E M I N A S;
cê a xis i a esse dê o esse u ele;False;C A X I A S D O S U L;
cê á xis i á esse dê ó esse u ele;False;C A X I A S D O S U L;
gê ele a êpsilon esse o ene;False;G L A Y S O N;
gê ele á ípsilon esse ó ene;False;G L A Y S O N;
jota a ene u a erre i a;False;J A N U A R I A;
jota á ene u á erre i á;False;J A N U A R I A;
dêblio a ele dê i a ene a;False;W A L D I A N A;
dáblio á ele dê i á ene á;False;W A L D I A N A;
eme o jota i eme i erre i eme;False;M O J I M I R I M;
eme ô jota i eme i erre i eme;False;M O J I M I R I M;
bê erre e vê e esse;False;B R E V E S;
bê erre ê vê ê esse;False;B R E V E S;
tê a tê i a ene a;False;T A T I A N E;
tê á tê i á ene á;False;T A T I A N E;
vê i tê o erre i a dê a cê o ene quê u i esse tê a;False;V I T O R I A D A C O N Q U I S T A;
vê i tê ó erre i á dê á cê ó ene quê u i esse tê á;False;V I T O R I A D A C O N Q U I S T A;
a ene a pê o ele i esse nêo ê isso;False;A N A P O L I S;
á ene á pê ó ele i esse não é isso;False;A N A P O L I S;
efe erre a ene cê i esse cê o;False;F R A N C I S C O;
efe erre á ene cê i esse cê ó;False;F R A N C I S C O;
esse o bê erre a ele;False;S O B R A L;
esse ó bê erre á ele;False;S O B R A L;
tê i a gê o;False;T I A G O;
tê i á gê ó;False;T I A G O;
ene a esse a;False;N A R A;
ene á erre á;False;N A R A;
pê e tê erre o ele i ene a;False;P E T R O L I N A;
pê é tê erre ô ele i ene á;False;P E T R O L I N A;
vê a erre zê e a gê erre a ene dê e;False;V A R Z E A G R A N D E;
vê á erre zê ê á gê erre á ene dê ê;False;V A R Z E A G R A N D E;
cê a erre o ele i ene a;False;C A R O L I N A;
cê á erre ó ele i ene á;False;C A R O L I N A;
bê a erre erre a dê o pê i erre a i;False;B A R R A D O P I R A I;
bê á erre erre á dê ó pê i erre á i;False;B A R R A D O P I R A I;
a eme pê a erre o;False;A M P A R O;
á eme pê á erre ó;False;A M P A R O;
esse i eme o e esse efe i ele agá o;False;S I M O E S F I L H O;
esse i eme ó é esse efe i ele agá ó;False;S I M O E S F I L H O;
jota o erre gê e;False;J O R G E;
jota ó erre gê é;False;J O R G E;
a ene tê o ene i o;False;A N T O N I O;
á ene tê ó ene i ó;False;A N T O N I O;
jota o esse e;False;J O S E;
jota ó esse é;False;J O S E;
erre i bê e i erre ê o dê a esse ene e vê e esse;False;R I B E I R A O D A S N E V E S;
erre i bê ê i erre ã ô dê á esse ene ê vê ê esse;False;R I B E I R A O D A S N E V E S;
eme o esse esse o erre o;False;M O S S O R O;
eme ó esse esse ó erre ó;False;M O S S O R O;
jota o;False;J O;
jota ê;False;J O;
a ele e gê erre e tê e;False;A L E G R E T E;
á ele é gê erre é tê é;False;A L E G R E T E;
a ele efe erre e dê o;False;A L F R E D O;
á ele efe erre ê dê ó;False;A L F R E D O;
bê o a vê i esse tê a;False;B O A V I S T A;
bê ó á vê i esse tê á;False;B O A V I S T A;
a ele i ene e;False;A L I N E;
á ele i ene ê;False;A L I N E;
agá a eme i ele tê o ene;False;H A M I L T O N;
agá á eme i ele tê ó ene;False;H A M I L T O N;
gê erre a vê a tê a i;False;G R A V A T A I;
gê erre á vê á tê á i;False;G R A V A T A I;
esse a o ele e o pê o ele dê o;False;S A O L E O P O L D O;
esse á ó ele é ó pê ó ele dê ó;False;S A O L E O P O L D O;
pê a u ele o eu errei aqui errei;False;P A U L O;
pê á u ele ó eu errei aqui errei;False;P A U L O;
jota a i erre o;False;;
jota á i erre ó;False;;
jota a i erre o;False;J A I R O;
jota á i erre ó;False;J A I R O;
