text;success;reference;tags
nove mil oitocentos e dezoito;False;U9 THOUSAND C8 D1 U8;D09 M C8 D18
oitenta e sete;False;D8 U7;D80 D07
duzentos e treze;False;C2 D1 U3;C2 D13
cento e cinquenta e cinco;False;C1 D5 U5;C1 D50 D05
cento e cinquenta e oito;False;C1 D5 U8;C1 D50 D08
cento e noventa e um;False;C1 D9 U1;C1 D90 D01
oitocentos e oitenta e nove;False;C8 D8 U9;C8 D80 D09
setenta e sete;False;D7 U7;D70 D07
cem;False;C100;C1 D00
trezentos e cinquenta;True;C3 D50;C3 D50
quatro;False;U4;D04
sete mil novecentos e doze;False;U7 THOUSAND C9 D1 U2;D07 M C9 D12
setecentos e dez;True;C7 D10;C7 D10
três mil trezentos e doze;False;U3 THOUSAND C3 D1 U2;D03 M C3 D12
oito mil quatrocentos e quinze;False;U8 THOUSAND C4 D1 U5;D08 M C4 D15
seis mil trezentos e quinze;False;U6 THOUSAND C3 D1 U5;D06 M C3 D15
quatro mil quatrocentos e quinze;False;U4 THOUSAND C4 D1 U5;D04 M C4 D15
treze;False;D1 U3;D13
trinta e três mil e cem;False;D3 U3 THOUSAND C100;D30 D03 M C1 D00
setenta e quatro;False;D7 U4;D70 D04
dois mil setecentos e doze;False;U2 THOUSAND C7 D1 U2;D02 M C7 D12
sete mil novecentos e dezenove;False;U7 THOUSAND C9 D1 U9;D07 M C9 D19
sete mil oitocentos e dez;False;U7 THOUSAND C8 D10;D07 M C8 D10
oitocentos e oitenta e um;False;C8 D8 U1;C8 D80 D01
cinquenta mil e treze;False;D50 THOUSAND D1 U3;D50 M D13
quinze;False;D1 U5;D15
quarenta e nove;False;D4 U9;D40 D09
quatro mil seiscentos e dezessete;False;U4 THOUSAND C6 D1 U7;D04 M C6 D17
cinco mil e dezessete;False;U5 THOUSAND D1 U7;D05 M D17
dois mil seiscentos e dezessete;False;U2 THOUSAND C6 D1 U7;D02 M C6 D17
oito ponto quatrocentos e um;False;U8 X4 Z1;D08 X400 X01
duzentos e dezoito;False;C2 D1 U8;C2 D18
