text;success;reference;tags
eighteen thousand eight hundred and twenty eight dollars;True;D18 M C8 D20 D08 cUSD;D18 M C8 D20 D08 cUSD
a dollar and seven cents;True;D01 cUSD X07 cUSD;D01 cUSD X07 cUSD
ninety two thousand two hundred forty one dollars and eighteen cents;True;D90 D02 M C2 D40 D01 cUSD X18 cUSD;D90 D02 M C2 D40 D01 cUSD X18 cUSD
eight hundred sixteen dollars and seventy five cents;True;C8 D16 cUSD X70 X05 cUSD;C8 D16 cUSD X70 X05 cUSD
thirty thousand and thirteen dollars;True;D30 M D13 cUSD;D30 M D13 cUSD
two hundred dollars;True;C2 cUSD;C2 cUSD
eight thousand thirty six dollars and four cents;True;D08 M D30 D06 cUSD X04 cUSD;D08 M D30 D06 cUSD X04 cUSD
five hundred and eighteen dollars;True;C5 D18 cUSD;C5 D18 cUSD
eight hundred and eleven dollars;True;C8 D11 cUSD;C8 D11 cUSD
two thousand eighty four dollars;True;D02 M D80 D04 cUSD;D02 M D80 D04 cUSD
twenty dollars;True;D20 cUSD;D20 cUSD
thirty one thousand nine hundred and eight dollars and eighteen cents;True;D30 D01 M C9 D08 cUSD X18 cUSD;D30 D01 M C9 D08 cUSD X18 cUSD
sixty eight dollars ninety one cents;True;D60 D08 cUSD X90 X01 cUSD;D60 D08 cUSD X90 X01 cUSD
eight dollars eighty eight cents;True;D08 cUSD X80 X08 cUSD;D08 cUSD X80 X08 cUSD
nine dollars;True;D09 cUSD;D09 cUSD
five hundred dollars;True;C5 cUSD;C5 cUSD
seven hundred dollars;True;C7 cUSD;C7 cUSD
forty one dollars;True;D40 D01 cUSD;D40 D01 cUSD
six dollars and eighty two cents;True;D06 cUSD X80 X02 cUSD;D06 cUSD X80 X02 cUSD
sixty thousand eight hundred eighty seven dollars;True;D60 M C8 D80 D07 cUSD;D60 M C8 D80 D07 cUSD
eight hundred and twelve dollars and eight cents;True;C8 D12 cUSD X08 cUSD;C8 D12 cUSD X08 cUSD
six hundred and ninety three dollars and eighteen cents;True;C6 D90 D03 cUSD X18 cUSD;C6 D90 D03 cUSD X18 cUSD
eight dollars;True;D08 cUSD;D08 cUSD
three thousand two hundred and fifteen dollars;True;D03 M C2 D15 cUSD;D03 M C2 D15 cUSD
five thousand eight hundred and thirteen dollars and twelve cents;True;D05 M C8 D13 cUSD X12 cUSD;D05 M C8 D13 cUSD X12 cUSD
seventeen dollars;True;D17 cUSD;D17 cUSD
one dollar;True;D01 cUSD;D01 cUSD
sixty three thousand six hundred fifteen dollars;True;D60 D03 M C6 D15 cUSD;D60 D03 M C6 D15 cUSD
sixteen dollars;True;D16 cUSD;D16 cUSD
one hundred and seventeen dollars;True;C1 D17 cUSD;C1 D17 cUSD
one thousand dollars;True;D01 M cUSD;D01 M cUSD
fourteen dollars and six cents;True;D14 cUSD X06 cUSD;D14 cUSD X06 cUSD
eight thousand two hundred ninety dollars;True;D08 M C2 D90 cUSD;D08 M C2 D90 cUSD
eight hundred dollars;True;C8 cUSD;C8 cUSD
three hundred dollars;True;C3 cUSD;C3 cUSD
one thousand seven hundred eighteen dollars;True;D01 M C7 D18 cUSD;D01 M C7 D18 cUSD
two hundred thirty eight dollars and ten cents;True;C2 D30 D08 cUSD X10 cUSD;C2 D30 D08 cUSD X10 cUSD
two dollars;True;D02 cUSD;D02 cUSD
twenty seven thousand two hundred eighty two dollars;True;D20 D07 M C2 D80 D02 cUSD;D20 D07 M C2 D80 D02 cUSD
sixty seven thousand four hundred fourteen dollars;True;D60 D07 M C4 D14 cUSD;D60 D07 M C4 D14 cUSD
three dollars;True;D03 cUSD;D03 cUSD
sixty nine thousand seven hundred and thirteen dollars;True;D60 D09 M C7 D13 cUSD;D60 D09 M C7 D13 cUSD
thirty dollars;True;D30 cUSD;D30 cUSD
sixty three dollars and seventeen cents;True;D60 D03 cUSD X17 cUSD;D60 D03 cUSD X17 cUSD
one thousand ninety six dollars;True;D01 M D90 D06 cUSD;D01 M D90 D06 cUSD
twelve dollars;True;D12 cUSD;D12 cUSD
thirty dollars;True;D30 cUSD;D30 cUSD
twelve dollars;True;D12 cUSD;D12 cUSD
eight dollars and twenty nine cents;True;D08 cUSD X20 X09 cUSD;D08 cUSD X20 X09 cUSD
one hundred dollars;True;C1 cUSD;C1 cUSD
fourteen thousand five hundred and twenty six dollars;True;D14 M C5 D20 D06 cUSD;D14 M C5 D20 D06 cUSD
seven thousand dollars;True;D07 M cUSD;D07 M cUSD
seven thousand dollars;True;D07 M cUSD;D07 M cUSD
nine dollars;True;D09 cUSD;D09 cUSD
