text;success;reference;tags
thirteen point one five;True;D1 U3 Z1 Z5;D1 U3 Z1 Z5
six thousand two hundred and three pounds;False;U6 THOUSAND C2 U3;
over a hundred thousand;True;C1 THOUSAND;C1 THOUSAND
seven thousand pints;False;U7 THOUSAND;
ten [SIL] quarts;False;D10;
one hundred and eighty seven;True;C1 D8 U7;C1 D8 U7
two hundred miles;True;C2;C2
two thousand;True;U2 THOUSAND;U2 THOUSAND
ten [SIL] ounces;False;D10;
one thousand days;False;U1 THOUSAND;
one;True;U1;U1
four hundred thirteen months;False;C4 D1 U3;
twenty three thousand;True;D2 U3 THOUSAND;D2 U3 THOUSAND
eleven marks;False;D1 U1;
seventy [SIL] months;False;D70;
one hundred and sixty five;True;C1 D6 U5;C1 D6 U5
ten [SIL] thousand nine hundred and twenty six inches;False;D10 THOUSAND C9 D2 U6;
nine thousand three hundred and nineteen;True;U9 THOUSAND C3 D1 U9;U9 THOUSAND C3 D1 U9
eight hundred and fourteen feet;False;C8 D1 U4;
one thousand fifty three;True;U1 THOUSAND D5 U3;U1 THOUSAND D5 U3
five pounds;False;U5;
three thousand two hundred and twelve;True;U3 THOUSAND C2 D1 U2;U3 THOUSAND C2 D1 U2
seventy four thousand two hundred and fifteen days;False;D7 U4 THOUSAND C2 D1 U5;
nineteen yen;False;D1 U9;
fifteen thousand five hundred eighteen point seventeen;True;D1 U5 THOUSAND C5 D1 U8 Y1 Z7;D1 U5 THOUSAND C5 D1 U8 Y1 Z7
six hundred eighty six gallons;False;C6 D8 U6;
forty three;True;D4 U3;D4 U3
four thousand one hundred twelve years;False;U4 THOUSAND C1 D1 U2;
seven seconds;False;U7;
fifty six;True;D5 U6;D5 U6
eight thousand tons;True;U8 THOUSAND;U8 THOUSAND
fourteen weeks;False;D1 U4;
three hundred and fifty seven thousand;True;C3 D5 U7 THOUSAND;C3 D5 U7 THOUSAND
nine thousand four hundred and fifteen point one oh;False;U9 THOUSAND C4 D1 U5 Z1 Z0;
fourteen pounds;False;D1 U4;
sixty [SIL] thousand dollars;False;D60 THOUSAND;
one hundred gallons;False;C1;
three thousand nine hundred eleven point one eight;True;U3 THOUSAND C9 D1 U1 Z1 Z8;U3 THOUSAND C9 D1 U1 Z1 Z8
three thousand seven hundred forty nine miles;True;U3 THOUSAND C7 D4 U9;U3 THOUSAND C7 D4 U9
five hundred twelve inches;False;C5 D1 U2;
two decimal one five;True;U2 Z1 Z5;U2 Z1 Z5
nine hundred tons;True;C9;C9
seventeen;True;D1 U7;D1 U7
three hundred and eighteen kilograms;False;C3 D1 U8;
twelve thousand seven hundred sixteen;True;D1 U2 THOUSAND C7 D1 U6;D1 U2 THOUSAND C7 D1 U6
eleven thousand thirteen pesos;False;D1 U1 THOUSAND D1 U3;
ninety three acres;True;D9 U3;D9 U3
two thousand days;False;U2 THOUSAND;
one hundred thousand;True;C1 THOUSAND;C1 THOUSAND
fifty [SIL] acres;False;D50;
eight fifty eight point one four;False;U8 D5 U8 Z1 Z4;
one quart;False;U1;
sixty six;True;D6 U6;D6 U6
four thousand eight hundred thirteen days;False;U4 THOUSAND C8 D1 U3;
sixty seven thousand seventeen;True;D6 U7 THOUSAND D1 U7;D6 U7 THOUSAND D1 U7
six thousand eight hundred sixty four yards;True;U6 THOUSAND C8 D6 U4;U6 THOUSAND C8 D6 U4
fifty [SIL];False;D50;
